STA_SEQ,Station_ID_1,ADB_SegmentID,Station_Name,Proximity_Landmark,Municipality_Name,State_Name,SUB_BAS_SEQ_Name,YLat,XLong,LU_StationType_SEQ,textbox2
20062,,6700-23,"Shepaug River, Unnamed tributary to",Parallel to Judds Bridge Road (630 m upstream Walker Brook Road South),NEW MILFORD,Connecticut,6700 - Shepaug River - Shepaug - Housatonic,41.58868,-73.35209,River/Stream,Total Records: 6196
20063,,3604,Dark Hollow Brook,600 m upstream of Coal Pit Road,NORTH STONINGTON,Connecticut,3604 - Myron Kinney Brook - Pachaug - Thames,41.51332,-71.86226,River/Stream,Total Records: 6196
20064,,,Merrick Brook,DS of Rte 6,HAMPTON,Connecticut,3803 - Merrick Brook - Shetucket - Thames,41.768349,-72.096308,River/Stream Perennial,Total Records: 6196
20065,,,Roaring Brook,280m US of Lohse Rd,WILLINGTON,Connecticut,3104 - Roaring Brook - Willimantic - Thames,41.924358,-72.263102,River/Stream,Total Records: 6196
20066,,,Roaring Brook,970 m above Lohse Rd,WILLINGTON,Connecticut,3104 - Roaring Brook - Willimantic - Thames,41.929294,-72.261024,River/Stream,Total Records: 6196
20067,,,Roaring Brook Trib,Trib mouth 925m us of Lohse Rd,WILLINGTON,Connecticut,3104 - Roaring Brook - Willimantic - Thames,41.929034,-72.260725,River/Stream,Total Records: 6196
20068,,,Porter Brook,"In Median, US of West Bound I-384",MANCHESTER,Connecticut,4504 - South Fork Hockanum River - Hockanum - Connecticut,41.771941,-72.470367,River/Stream,Total Records: 6196
20069,,,Porter Brook,DS of Finley Rd,MANCHESTER,Connecticut,4504 - South Fork Hockanum River - Hockanum - Connecticut,41.773287,-72.473287,River/Stream,Total Records: 6196
20070,,,Porter Brook,US of Finley Rd,MANCHESTER,Connecticut,4504 - South Fork Hockanum River - Hockanum - Connecticut,41.772896,-72.472842,River/Stream,Total Records: 6196
20071,,,Porter Brook,DS I-394,MANCHESTER,Connecticut,4504 - South Fork Hockanum River - Hockanum - Connecticut,41.772395,-72.471402,River/Stream,Total Records: 6196
20072,,,Porter Brook,US of I-384,BOLTON,Connecticut,4504 - South Fork Hockanum River - Hockanum - Connecticut,41.771792,-72.467967,River/Stream,Total Records: 6196
20073,,3201,Skinner Brook,Downstream Perrin Road,WOODSTOCK,Connecticut,3201 - Bungee Brook - Natchaug - Thames,41.93099,-72.04401,River/Stream,Total Records: 6196
20074,,,Long Hill Brook,Mill Street,MIDDLETOWN,Connecticut,4013 - Sumner Brook - Connecticut Main Stem - Connecticut,41.550014,-72.646919,River/Stream,Total Records: 6196
20075,,,Ball Brook,10 meters upstream from confluence with Hersig Brook,DURHAM,Connecticut,4605 - Allyn Brook - Mattabesset - Connecticut,41.47729,-72.67645,River/Stream,Total Records: 6196
20076,,,Hollenbeck River Trib,195m north of interstion of rte 43 and 63,CORNWALL,Connecticut,6200 - Hollenbeck River - Hollenbeck - Housatonic,41.916085,-73.273123,River/Stream,Total Records: 6196
20077,,,North Branch Park River,downstream CSO #002 Granby St and Pembrooke St,HARTFORD,Connecticut,4404 - North Branch Park River - Park - Connecticut,41.792589,-72.70957,River/Stream,Total Records: 6196
20078,,,North Branch Park River,downstream Asylum Ave and CSO #006,HARTFORD,Connecticut,4404 - North Branch Park River - Park - Connecticut,41.773076,-72.70339,River/Stream,Total Records: 6196
20079,,,Gunn Brook,US Swifts Bridge Rd,CORNWALL,Connecticut,6000 - Housatonic River - Housatonic Main Stem - Housatonic,41.8051,-73.3872,River/Stream,Total Records: 6196
20080,,,Merwin Brook,Hidden Brook Drive Bridge Pool and Above,BROOKFIELD,Connecticut,6000 - Housatonic River - Housatonic Main Stem - Housatonic,41.4839,-73.383,River/Stream,Total Records: 6196
20081,,,"CANDLEWOOD LAKE Tributary, Cedar Lane EXT",US Cedar Lane EXT Bridge,SHERMAN,Connecticut,6400 - Lake Candlewood - Candlewood - Housatonic,41.5659,-73.491,River/Stream,Total Records: 6196
20082,,,Glasgo Pond,small cove near end of Summer Lane,GRISWOLD,Connecticut,3600 - Pachaug River - Pachaug - Thames,41.565367,-71.882695,Lake,Total Records: 6196
20083,,,Glasgo Pond,at state boat ramp,GRISWOLD,Connecticut,3600 - Pachaug River - Pachaug - Thames,41.558239,-71.886804,Lake,Total Records: 6196
20084,,,Sprain Brook,60 M DS from Bedrock Water Fall at Pull off On Washington RD,WOODBURY,Connecticut,6803 - Sprain Brook - Pomperaug - Housatonic,41.5708,-73.23,River/Stream,Total Records: 6196
20085,,,Sprain Brook,85 M US of Bed Rock Waterfall on Washington Rd,WOODBURY,Connecticut,6803 - Sprain Brook - Pomperaug - Housatonic,41.5708,-73.23,River/Stream,Total Records: 6196
20086,,,Nonewaug River,Young's Nursery Pond,WOODBURY,Connecticut,6802 - Nonewaug River - Pomperaug - Housatonic,41.5592,-73.2097,River/Stream,Total Records: 6196
20087,,5303,"Sargent River, Unnamed tributary to","at mouth, adjcent Sperry Road",WOODBRIDGE,Connecticut,5303 - Sargent River - South Central Western Complex - South Central Coast,41.382398,-72.990328,River/Stream,Total Records: 6196
20088,,,Housatonic River,USGS Gage 01200600 Near New Milford,NEW MILFORD,Connecticut,6000 - Housatonic River - Housatonic Main Stem - Housatonic,41.593,-73.45,River/Stream,Total Records: 6196
20089,,5103,Plane Brook,Downstream of Breakneck Hill Road,WESTBROOK,Connecticut,5103 - Menunketesuck River - South Central Eastern Complex - South Central Coast,41.308117,-72.49783,River/Stream,Total Records: 6196
20090,,,Weekeepeemee River,Old Bridge Site at the end of Paper Mill Rd.,WOODBURY,Connecticut,6804 - Weekeepeemee River - Pomperaug - Housatonic,41.5763,-73.2271,River/Stream,Total Records: 6196
20091,,,Weekeepeemee River,500 M US from Sprain Brook,WOODBURY,Connecticut,6804 - Weekeepeemee River - Pomperaug - Housatonic,41.5736,-73.2229,River/Stream,Total Records: 6196
20092,,,Gunn Brook,100 M US of RT 7 on Warren Hill Rd,CORNWALL,Connecticut,6000 - Housatonic River - Housatonic Main Stem - Housatonic,41.8035,-73.3817,River/Stream,Total Records: 6196
20093,,6202,"Wangum Lake Brook, Unnamed tributary to",100m downstream Undermountain Rd (near #246),CANAAN,Connecticut,6202 - Wangum Lake Brook - Hollenbeck - Housatonic,41.961042,-73.29751,River/Stream,Total Records: 6196
20094,,,Hallville Pond,Adjacent to Route 2A,PRESTON,Connecticut,3003 - Poquetanuck Brook - Thames Main Stem - Thames,41.492107,-72.033348,Lake,Total Records: 6196
20095,,,Kirby Brook,Confluence with Shepaug River Us to Tunnel Rd Bridge,WASHINGTON,Connecticut,6700 - Shepaug River - Shepaug - Housatonic,41.6166,-73.3234,River/Stream,Total Records: 6196
20096,,,"Shepaug River, Unnamed tributary to (""Curtis Brook"")",at Tunnel Road,WASHINGTON,Connecticut,6700 - Shepaug River - Shepaug - Housatonic,41.6079,-73.3286,River/Stream,Total Records: 6196
20097,,,Hollenbeck River,80 M DS of Lake Rd,CORNWALL,Connecticut,6200 - Hollenbeck River - Hollenbeck - Housatonic,41.8936,-73.2853,River/Stream,Total Records: 6196
20098,,7200-13-1,Cemetery Brook,Downstream Fox Run Road (mouth),REDDING,Connecticut,7200 - Saugatuck River - Saugatuck - Southwest Coast,41.294274,-73.40957,River/Stream,Total Records: 6196
20099,,7200-12,Moffitts Brook,"Adjacent to Fox Run Road, at confluence iwth Cemetery Brook",REDDING,Connecticut,7200 - Saugatuck River - Saugatuck - Southwest Coast,41.29429,-73.409173,River/Stream,Total Records: 6196
20100,,,Beacon Hill Brook,at rte 63,BETHANY,Connecticut,6918 - Beacon Hill Brook - Naugatuck - Housatonic,41.45952,-72.99223,River/Stream,Total Records: 6196
20101,,,Deep Brook Trib,Upstream from Deep Brook,NEWTOWN,Connecticut,6019 - Deep Brook - Housatonic Main Stem - Housatonic,41.39728,-73.30029,River/Stream,Total Records: 6196
20102,,,East Aspetuck River,US Marbledale sign along rte 202 300 m us Wheaton rd traffic light and intersection,WASHINGTON,Connecticut,6502 - East Aspetuck River - Aspetuck - Housatonic,41.669472,-73.36694,River/Stream Perennial,Total Records: 6196
20103,,,East Aspetuck River,300 m US New Milford/ Washington town line,WASHINGTON,Connecticut,6502 - East Aspetuck River - Aspetuck - Housatonic,41.658,-73.3745,River/Stream Perennial,Total Records: 6196
20104,,,East Branch Salmon Brook,US from 50 m above Belden Brook confluence,GRANBY,Connecticut,4320 - Salmon Brook - Farmington - Connecticut,42.00167,-72.83417,River/Stream Perennial,Total Records: 6196
20105,,,East Branch Salmon Brook,Mechanicsville Rd,GRANBY,Connecticut,4320 - Salmon Brook - Farmington - Connecticut,41.97101,-72.8033,River/Stream Perennial,Total Records: 6196
20106,,,East Branch Salmon Brook,100 m US Manitook Lake outflow,GRANBY,Connecticut,4304 - Sandy Brook - Farmington - Connecticut,41.98278,-72.796111,River/Stream Perennial,Total Records: 6196
20107,,,East Branch Salmon Brook,US Manitook Lake outflow,GRANBY,Connecticut,4320 - Salmon Brook - Farmington - Connecticut,41.98278,-72.796111,River/Stream Perennial,Total Records: 6196
20108,,,Furnace Brook,Above sandy pull off along Rte 4,CORNWALL,Connecticut,6010 - Furnace Brook - Housatonic Main Stem - Housatonic,41.83068,-73.34903,River/Stream Perennial,Total Records: 6196
20109,,,Hawleys Brook,Parking area at lower boundary of TBV Preserve.,WESTON,Connecticut,7200 - Saugatuck River - Saugatuck - Southwest Coast,41.24575,-73.34327,River/Stream Perennial,Total Records: 6196
20110,,,Housatonic River,Big mainstem pool above Cornwall Covered Bridge,CORNWALL,Connecticut,6000 - Housatonic River - Housatonic Main Stem - Housatonic,41.87254,-73.36424,River/Stream Perennial,Total Records: 6196
20111,,,Housatonic River,"At Housatonic Meadows Camprgound, upper end",SHARON,Connecticut,6000 - Housatonic River - Housatonic Main Stem - Housatonic,41.8401,-73.37705,River/Stream Perennial,Total Records: 6196
20112,,,Little River,Along rte 67 just below and adjacent to Old State Rd,OXFORD,Connecticut,6920 - Little River - Naugatuck - Housatonic,41.41777,-73.10238,River/Stream Perennial,Total Records: 6196
20113,,,Macedonia Brook,DS  Fuller Mountain Rd.,KENT,Connecticut,6015 - Macedonia Brook - Housatonic Main Stem - Housatonic,41.749999,-73.49416,River/Stream Perennial,Total Records: 6196
20114,,,Macedonia Brook,At upper Bridge in MBSP,KENT,Connecticut,6015 - Macedonia Brook - Housatonic Main Stem - Housatonic,41.781389,-73.49055,River/Stream Perennial,Total Records: 6196
20115,,,Macedonia Brook,US from lower wooden footbridge in MBSP,KENT,Connecticut,6015 - Macedonia Brook - Housatonic Main Stem - Housatonic,41.759719,-73.49333,River/Stream Perennial,Total Records: 6196
20116,,,"Nonewaug River, NNT to NNT of",DS Hickory Lane,BETHLEHEM,Connecticut,6802 - Nonewaug River - Pomperaug - Housatonic,41.625,-73.165,River/Stream,Total Records: 6196
20117,,,Norwalk River,Within Merwin Meadows Town Park,WILTON,Connecticut,7300 - Norwalk River - Norwalk - Southwest Coast,41.19788,-73.43558,River/Stream Perennial,Total Records: 6196
20118,,,WACHOCASTINOOK BROOK,"behind town garage, 100 m DS old RR crossing",SALISBURY,Connecticut,6005 - Factory Brook - Housatonic Main Stem - Housatonic,41.9798,-73.42081,River/Stream Perennial,Total Records: 6196
20119,,,"Deep Brook, Trib. to",US Old Farm Rd. bridge. on west bank,NEWTOWN,Connecticut,6020 - Pootatuck River - Housatonic Main Stem - Housatonic,41.409614,-73.285855,River/Stream,Total Records: 6196
20120,,4000,Connecticut River,Approximately 1 mile north of I-95,OLD SAYBROOK,Connecticut,4000 - Connecticut River - Connecticut Main Stem - Connecticut,41.333,-72.355614,River/Stream,Total Records: 6196
20121,,,Deep Brook,400m US of Kent Road South,CORNWALL,Connecticut,6000 - Housatonic River - Housatonic Main Stem - Housatonic,41.783734,-73.403571,River/Stream,Total Records: 6196
20122,,,Deming Brook,850m upstream Under Mountain Road,CANAAN,Connecticut,6202 - Wangum Lake Brook - Hollenbeck - Housatonic,41.970555,-73.294686,River/Stream,Total Records: 6196
20123,,,Labonte Brook,Adjacent Babcock Road,WILLINGTON,Connecticut,3100 - Willimantic River - Willimantic - Thames,41.90359,-72.3077,River/Stream,Total Records: 6196
20124,,,NNT to Sucker Brook,Adj Rt 263,WINCHESTER,Connecticut,4302 - Mad River - Farmington - Connecticut,41.916858,-73.115359,River/Stream,Total Records: 6196
20125,,4503,"Tankerhoosen River, unnamed tributary to (""Fish & Game Brook"")",30m upstream of Fish & Game Road,VERNON,Connecticut,4503 - Tankerhoosen River - Hockanum - Connecticut,41.841389,-72.43027,River/Stream,Total Records: 6196
20126,,4800,Hedge Brook,At West Dolbia Hill Road,EAST HADDAM,Connecticut,4800 - Eightmile River - Eightmile - Connecticut,41.45207,-72.33766,River/Stream,Total Records: 6196
20127,,,Pequabuck River,In between Rt 72 and Waterbury Rd,BRISTOL,Connecticut,4315 - Pequabuck River - Farmington - Connecticut,41.670147,-72.969139,River/Stream,Total Records: 6196
20128,,,Susquetonscut Brook,Upstream Murphy Road,FRANKLIN,Connecticut,3907 - Susquetonscut Brook - Yantic - Thames,41.580635,-72.139504,River/Stream,Total Records: 6196
20129,,,Ocain Brook,Adj Rt 63,GOSHEN,Connecticut,6200 - Hollenbeck River - Hollenbeck - Housatonic,41.899369,-73.264893,River/Stream,Total Records: 6196
20130,,,Housatonic River-KF Refuge,Kent Falls Thermal Refuge. from 50m below stream mouth,KENT,Connecticut,6000 - Housatonic River - Housatonic Main Stem - Housatonic,41.77708,-73.419382,River/Stream,Total Records: 6196
20131,,,Pettee Brook,At Upland Meadow Rd.,SALISBURY,Connecticut,6005 - Factory Brook - Housatonic Main Stem - Housatonic,41.9722,-73.43271,River/Stream Perennial,Total Records: 6196
20132,,,Wangum Lake Brook,US of Barnes Rd,NORTH CANAAN,Connecticut,6200 - Hollenbeck River - Hollenbeck - Housatonic,41.961704,-73.313672,River/Stream,Total Records: 6196
20133,,3108,Staddle Brook,Upstream Townsend Road,ANDOVER,Connecticut,3108 - Hop River - Willimantic - Thames,41.7269,-72.3793,River/Stream,Total Records: 6196
20134,,3108,Post Brook,Downstream Route 316,ANDOVER,Connecticut,3108 - Hop River - Willimantic - Thames,41.7118,-72.3683,River/Stream,Total Records: 6196
20135,,3108,"Hop River, Unnamed tributary to",At Lindholm's Corner (Upstream Route 6),ANDOVER,Connecticut,3108 - Hop River - Willimantic - Thames,41.7271,-72.3479,River/Stream,Total Records: 6196
20136,,3108,"Andover Lake, Unnamed tributary to (""Skoog Brook"")","10m upstream Lake Road, adjacent Erdoni Road",ANDOVER,Connecticut,3108 - Hop River - Willimantic - Thames,41.7126,-72.3544,River/Stream,Total Records: 6196
20137,,3108,"Hop River, Unnamed tributary to (""Cheney Brook"")",20m Downstream Lake Road (above Andover Lake),ANDOVER,Connecticut,3108 - Hop River - Willimantic - Thames,41.7111,-72.3604,River/Stream,Total Records: 6196
20138,,,LIS Trawl 03-28,Eastern LIS - NY,Unknown,Connecticut,Long Island Sound,41.0486,-72.64445,Estuary,Total Records: 6196
20139,,,LIS Trawl 04-30,Eastern LIS - NY,Unknown,Connecticut,Long Island Sound,41.07608,-72.54045,Estuary,Total Records: 6196
20140,,,LIS Trawl 01-28,Eastern LIS - NY,Unknown,Connecticut,Long Island Sound,41.06203,-72.49875,Estuary,Total Records: 6196
20141,,,LIS Trawl 12-27,Eastern LIS - CT,Unknown,Connecticut,Long Island Sound,41.20628,-72.62008,Estuary,Total Records: 6196
20142,,,LIS Trawl 07-19,Western LIS - CT,Unknown,Connecticut,Long Island Sound,41.12707,-72.96292,Estuary,Total Records: 6196
20143,,,LIS Trawl 00-22,Eastern LIS - NY,Unknown,Connecticut,Long Island Sound,41.012,-72.83857,Estuary,Total Records: 6196
20144,,,LIS Trawl 9-26,Eastern LIS - CT,Unknown,Connecticut,Long Island Sound,41.16665,-72.6603,Estuary,Total Records: 6196
20145,,4000,Connecticut River,Middle Cove,ESSEX,Connecticut,4000 - Connecticut River - Connecticut Main Stem - Connecticut,41.349167,-72.38666,River/Stream,Total Records: 6196
20146,,3001,Goldmine Brook,30m upstream of Route 82,NORWICH,Connecticut,3001 - Trading Cove Brook - Thames Main Stem - Thames,41.506644,-72.13297,River/Stream,Total Records: 6196
20147,,3110,Spinning Mill Brook,at Cook Hill Road,LEBANON,Connecticut,3110 - Tenmile River - Willimantic - Thames,41.694281,-72.26115,River/Stream,Total Records: 6196
20148,,3800,Jordan Brook,at Bush Hill Road,WINDHAM,Connecticut,3800 - Shetucket River - Shetucket - Thames,41.692306,-72.18925,River/Stream,Total Records: 6196
20149,,4302,"Mad River, Unnamed tributary to (Smith Pond inflow)","Downstream Grantville Road, upstream Smith Pond",NORFOLK,Connecticut,4302 - Mad River - Farmington - Connecticut,41.953975,-73.17529,River/Stream,Total Records: 6196
20150,,4302,Beckley Pond Brook,25m upstream Grantville Road,NORFOLK,Connecticut,4302 - Mad River - Farmington - Connecticut,41.952108,-73.15898,River/Stream,Total Records: 6196
20151,,4310,North Brook,"Adjacent Stub Hollow Road, upstream of Grays Pond",NEW HARTFORD,Connecticut,4310 - Nepaug River - Farmington - Connecticut,41.85551,-73.01029,River/Stream,Total Records: 6196
20152,,4316,Big Brook,Behind #254 Haynes Road,AVON,Connecticut,4316 - Thompson Brook - Farmington - Connecticut,41.771817,-72.87188,River/Stream,Total Records: 6196
20153,,,Bunnell Brook,Approximately 100 ft US of ball field,BURLINGTON,Connecticut,4311 - Burlington Brook - Farmington - Connecticut,41.783449,-72.962892,River/Stream,Total Records: 6196
20154,,6802,Reichenback Brook,at Mill Road,WOODBURY,Connecticut,6802 - Nonewaug River - Pomperaug - Housatonic,41.575853,-73.171052,River/Stream,Total Records: 6196
20155,,4503,"Bolton Notch Pond, Unnamed tributary to (""Freja Brook"")",Within Freja Park (upstream site),BOLTON,Connecticut,4503 - Tankerhoosen River - Hockanum - Connecticut,41.791833,-72.45536,River/Stream,Total Records: 6196
20156,,4503,"Bolton Notch Pond, Unnamed tributary to (""Freja Brook"")",Within Freja Park (downstream site),BOLTON,Connecticut,4503 - Tankerhoosen River - Hockanum - Connecticut,41.790342,-72.454577,River/Stream,Total Records: 6196
20157,,,Hall Meadow Brook,1200m US of RTe  272,GOSHEN,Connecticut,6901 - Hall Meadow Brook - Naugatuck - Housatonic,41.903509,-73.178851,River/Stream,Total Records: 6196
20158,,,Myron Kinney Brook Trib,US of Kinney Rd,VOLUNTOWN,Connecticut,3604 - Myron Kinney Brook - Pachaug - Thames,41.552804,-71.858887,River/Stream,Total Records: 6196
20159,,,Myron Kinney Brook Trib,US of forest access rd,VOLUNTOWN,Connecticut,3604 - Myron Kinney Brook - Pachaug - Thames,41.540316,-71.847451,River/Stream,Total Records: 6196
20160,,,Whiting River Trib,DS of Carlson Rd,NORTH CANAAN,Connecticut,6101 - Whiting River - Blackberry - Housatonic,42.04065,-73.260818,River/Stream,Total Records: 6196
20161,,,Whiting River Trib,Adjacent to Tobey Hill Rd,NORTH CANAAN,Connecticut,6101 - Whiting River - Blackberry - Housatonic,42.039178,-73.251373,River/Stream,Total Records: 6196
20162,,,Poquetanuck Cove,DS Rte 12,LEDYARD,Connecticut,3003 - Poquetanuck Brook - Thames Main Stem - Thames,41.470536,-72.059978,Estuary,Total Records: 6196
20163,,,Poquonock River,Open Beach in Bluff Point State Park-East shore of River,GROTON,Connecticut,2000 - Southeast Shoreline - Southeast Shoreline - Southeast Coast,41.334852,-72.033299,Estuary,Total Records: 6196
20164,,,Shaker Pond,Located in Enfield between Cottage Rd and Wheeler/W. Shore Drive,ENFIELD,Connecticut,4003 - Freshwater Brook - Connecticut Main Stem - Connecticut,42.023514,-72.537135,Lake,Total Records: 6196
20165,,,Fosters Pond,Behind CARE facility off Route 80 Killingworth,KILLINGWORTH,Connecticut,5105 - Chatfield Hollow Brook - South Central Eastern Complex - South Central Coast,41.357639,-72.584461,Lake,Total Records: 6196
20166,,,Taunton Pond,"Located in Newtown, CT along Taunton Lake Rd.",NEWTOWN,Connecticut,6018 - Pond Brook - Housatonic Main Stem - Housatonic,41.413243,-73.337003,Lake,Total Records: 6196
20167,,,Green Fall River,DS confluence with Peg Mill Brook,VOLUNTOWN,Connecticut,1002 - Green Fall River - Pawcatuck Main Stem - Pawcatuck,41.518823,-71.809401,River/Stream,Total Records: 6196
20168,,,Mattabesset River,Upstream of CT 71-Main St,BERLIN,Connecticut,4600 - Mattabesset River - Mattabesset - Connecticut,41.630394,-72.779638,River/Stream,Total Records: 6196
20169,,,Stratton Brook Fishing Pond,US of Swimming Pond in Stratton Brook SP,SIMSBURY,Connecticut,4318 - Hop Brook - Farmington - Connecticut,41.863946,-71.835726,Lake,Total Records: 6196
20170,,,Quinebaug River,DS of Fayban Woodstock Rd,THOMPSON,Connecticut,3700 - Quinebaug River - Quinebaug - Thames,42.00988,-71.941704,River/Stream,Total Records: 6196
20171,,,Moosup River,50m above Almyville Dam in pool,PLAINFIELD,Connecticut,3500 - Moosup River - Moosup - Thames,41.718587,-71.85953,River/Stream,Total Records: 6196
20172,,,Bush Meadow Brook,US of Kinney Hollow Rd Below Pond,UNION,Connecticut,3203 - Bigelow Brook - Natchaug - Thames,41.974643,-72.146528,River/Stream,Total Records: 6196
20173,,,Trading Cove Brook,At fishway just above mouth,MONTVILLE,Connecticut,3001 - Trading Cove Brook - Thames Main Stem - Thames,41.498166,-72.097374,River/Stream,Total Records: 6196
20174,,6004,Konkapot River,Downstream of Clayton Rd,NORTH CANAAN,Connecticut,6004 - Konkapot River - Housatonic Main Stem - Housatonic,42.046913,-73.31172,River/Stream,Total Records: 6196
20175,,,Merrick Brook,West of Plains Rd&Devotation Rd,SCOTLAND,Connecticut,3803 - Merrick Brook - Shetucket - Thames,41.685756,-72.087422,River/Stream,Total Records: 6196
20176,,,Merrick Brook,West of Plains Rd 0.4 miles from int with Devoation Rd,SCOTLAND,Connecticut,3803 - Merrick Brook - Shetucket - Thames,41.680924,-72.091071,River/Stream,Total Records: 6196
20177,,,Mattabesset River,US of Kensingotn Road,BERLIN,Connecticut,4600 - Mattabesset River - Mattabesset - Connecticut,41.63172,-72.769124,River/Stream,Total Records: 6196
20178,,,Lantern Hill Pond,deep hole,NORTH STONINGTON,Connecticut,2104 - Whitford Brook - Southeast Eastern Complex - Southeast Coast,41.45826,-71.94677,Lake,Total Records: 6196
20179,,,Rock Brook,US of Shingle Mill Rd,HARWINTON,Connecticut,6908 - Leadmine Brook - Naugatuck - Housatonic,41.753795,-73.048788,River/Stream,Total Records: 6196
20180,,,East Branch Salmon Brook Trib-Manitook Lake outflow,between Rte 202 and Confluence,GRANBY,Connecticut,4320 - Salmon Brook - Farmington - Connecticut,41.968695,-72.794935,River/Stream,Total Records: 6196
20181,,,East Branch Salmon Brook,US of Manitook Lake outflow,GRANBY,Connecticut,4320 - Salmon Brook - Farmington - Connecticut,41.96773,-72.795283,River/Stream,Total Records: 6196
20182,,,East Branch Salmon Brook,DS of Manitook Lake outflow,GRANBY,Connecticut,4320 - Salmon Brook - Farmington - Connecticut,41.967239,-72.793784,River/Stream,Total Records: 6196
20183,,,Roaring Brook,below Smut Pond,GLASTONBURY,Connecticut,4009 - Roaring Brook - Connecticut Main Stem - Connecticut,41.671666,-72.566666,River/Stream,Total Records: 6196
20184,,,Roaring Brook,below Slocum Pond,GLASTONBURY,Connecticut,4009 - Roaring Brook - Connecticut Main Stem - Connecticut,41.66391,-72.581027,River/Stream,Total Records: 6196
20185,,,Roaring Brook,above Slocum Pond,GLASTONBURY,Connecticut,4009 - Roaring Brook - Connecticut Main Stem - Connecticut,41.6675,-72.5667,River/Stream,Total Records: 6196
20186,,,Conant Brook,25m upstream of Willimantic Confluence,WILLINGTON,Connecticut,3100 - Willimantic River - Willimantic - Thames,41.85339,-72.30381,River/Stream,Total Records: 6196
20187,,,Eagleville Brook,at Shady Lane,MANSFIELD,Connecticut,3100 - Willimantic River - Willimantic - Thames,41.786512,-72.278713,River/Stream,Total Records: 6196
20188,,,Willimantic River,DS of Hop River Confluence,COVENTRY,Connecticut,3100 - Willimantic River - Willimantic - Thames,41.72254,-72.24602,River/Stream,Total Records: 6196
20189,,6300,Stone Church Brook,"at Cart Road (DOVER, NY)",ANDOVER,Connecticut,6300 - Tenmile River - Tenmile - Housatonic,41.746,-73.59849,River/Stream,Total Records: 6196
20190,,6300,Wells Brook,"Behind Murphy's Automotive (DOVER, NY)",ANDOVER,Connecticut,6300 - Tenmile River - Tenmile - Housatonic,41.73269,-73.5829,River/Stream,Total Records: 6196
20191,,3206,Grants Brook,at River Road,MANSFIELD,Connecticut,3206 - Mount Hope River - Natchaug - Thames,41.82858,-72.1675,River/Stream,Total Records: 6196
20192,,3205,DELETE - ERROR,DELETE - ERROR,ASHFORD,Connecticut,3205 - Squaw Hollow Brook - Natchaug - Thames,41.84463,-72.16932,River/Stream,Total Records: 6196
20193,,3709,Day Brook,behind #508 Day Road,POMFRET,Connecticut,3709 - Wappoquia Brook - Quinebaug - Thames,41.86988,-71.95071,River/Stream,Total Records: 6196
20194,,3708,Muddy Brook,500m upstream Roseland Lake,WOODSTOCK,Connecticut,3708 - Little River - Quinebaug - Thames,41.95818,-71.95692,River/Stream,Total Records: 6196
20195,,3707,Mill Brook,500m upstream Roseland Lake,WOODSTOCK,Connecticut,3707 - Mill Brook - Quinebaug - Thames,41.94384,-71.95518,River/Stream,Total Records: 6196
20196,,3708,Roseland Lake,Dock at 306 Senexet Road,WOODSTOCK,Connecticut,3708 - Little River - Quinebaug - Thames,41.95213,-71.94943,Lake,Total Records: 6196
20197,,3206,Mount Hope River,Downstream Bebbington Brook confluence,ASHFORD,Connecticut,3206 - Mount Hope River - Natchaug - Thames,41.8475,-72.16599,River/Stream,Total Records: 6196
20198,,4801,Shingle Mill Brook,"In open space, 200m upstream Shingle Mill Road",SALEM,Connecticut,4801 - Harris Brook - Eightmile - Connecticut,41.46877,-72.26479,River/Stream,Total Records: 6196
20199,,4803,Cedar Pond Brook,Downstream of Gungy Road,LYME,Connecticut,4803 - Beaver Brook - Eightmile - Connecticut,41.42479,-72.2875,River/Stream,Total Records: 6196
20200,,4800,Eightmile River,"Upstream Pecks Meadow Pond, at Ackley Road",EAST HADDAM,Connecticut,4800 - Eightmile River - Eightmile - Connecticut,41.517525,-72.37025,River/Stream,Total Records: 6196
20201,,4800,Eightmile River,"At Ayers Preserve on Hopyard Road (downstream confluence with Hedge Brook, upstream Three Bridges Road)",EAST HADDAM,Connecticut,4800 - Eightmile River - Eightmile - Connecticut,41.44908,-72.33518,River/Stream,Total Records: 6196
20202,,4016,Roaring Brook #2 (Whalebone Creek),"30m downstream Day Hill Road, above confluence with Hungerford Brook",LYME,Connecticut,4016 - Whalebone Creek - Connecticut Main Stem - Connecticut,41.42433,-72.40874,River/Stream,Total Records: 6196
20203,,4707,Blackledge River,at Lyman Road,BOLTON,Connecticut,4707 - Blackledge River - Salmon - Connecticut,41.739655,-72.446335,River/Stream,Total Records: 6196
20204,,4701,Raymond Brook,Downstream Kinney Road,HEBRON,Connecticut,4701 - Raymond Brook - Salmon - Connecticut,41.656193,-72.34685,River/Stream,Total Records: 6196
20205,,4703,Cabin Brook,"100 ft downstream of Lake Hayward Road, upstream of Rte 85",COLCHESTER,Connecticut,4703 - Meadow Brook - Salmon - Connecticut,41.560257,-72.31922,River/Stream,Total Records: 6196
20206,,4703,Gillette Brook,15ft downstream Williams Road,COLCHESTER,Connecticut,4703 - Meadow Brook - Salmon - Connecticut,41.578831,-72.369716,River/Stream,Total Records: 6196
20207,,,Moosup River,Below Brunswick Ave Bridge,PLAINFIELD,Connecticut,3500 - Moosup River - Moosup - Thames,41.716711,-71.861737,River/Stream,Total Records: 6196
