STA_SEQ,Field_Accession,Field_Activity_Date,SampleYr,Pass_Count,Reach_Length,Reach_Length_UOM,OTU,IsStocked,SumOfResult_Value,FishPer100M,Use
16583,2014529_FISH,16-Jul-14,2014,1,95,m,Luxilus cornutus,FALSE,2,2.105263158,1
16583,2014529_FISH,16-Jul-14,2014,1,95,m,Rhinichthys atratulus,FALSE,70,73.68421053,1
16583,2014529_FISH,16-Jul-14,2014,1,95,m,Salvelinus fontinalis,FALSE,8,8.421052632,1
16583,2014529_FISH,16-Jul-14,2014,1,95,m,Semotilus atromaculatus,FALSE,11,11.57894737,1
16583,2017606_FISH,10-Jul-17,2017,1,110,m,Anguilla rostrata,FALSE,1,0.909090909,1
16583,2017606_FISH,10-Jul-17,2017,1,110,m,Catostomus commersonii,FALSE,122,110.9090909,1
16583,2017606_FISH,10-Jul-17,2017,1,110,m,Cyprinidae,FALSE,2,1.818181818,1
16583,2017606_FISH,10-Jul-17,2017,1,110,m,Lepomis gibbosus,FALSE,1,0.909090909,1
16583,2017606_FISH,10-Jul-17,2017,1,110,m,Luxilus cornutus,FALSE,40,36.36363636,1
16583,2017606_FISH,10-Jul-17,2017,1,110,m,Micropterus salmoides,FALSE,1,0.909090909,1
16583,2017606_FISH,10-Jul-17,2017,1,110,m,Rhinichthys atratulus,FALSE,102,92.72727273,1
16583,2017606_FISH,10-Jul-17,2017,1,110,m,Semotilus atromaculatus,FALSE,47,42.72727273,1
16594,19482,24-Jun-93,1993,1,60,m,Anguilla rostrata,FALSE,4,6.666666667,1
16594,19482,24-Jun-93,1993,1,60,m,Catostomus commersonii,FALSE,20,33.33333333,1
16594,19482,24-Jun-93,1993,1,60,m,Etheostoma olmstedi,FALSE,4,6.666666667,1
16594,19482,24-Jun-93,1993,1,60,m,Rhinichthys atratulus,FALSE,25,41.66666667,1
16594,19482,24-Jun-93,1993,1,60,m,Salmo trutta,TRUE,2,3.333333333,1
16594,19482,24-Jun-93,1993,1,60,m,Salmo trutta,FALSE,6,10,1
16594,19482,24-Jun-93,1993,1,60,m,Salvelinus fontinalis,TRUE,6,10,1
16594,19482,24-Jun-93,1993,1,60,m,Salvelinus fontinalis,FALSE,114,190,1
16594,2013074_lf-FISH,2-Aug-13,2013,1,100,m,Anguilla rostrata,FALSE,4,4,1
16594,2013074_lf-FISH,2-Aug-13,2013,1,100,m,Catostomus commersonii,FALSE,2,2,1
16594,2013074_lf-FISH,2-Aug-13,2013,1,100,m,Esox niger,FALSE,4,4,1
16594,2013074_lf-FISH,2-Aug-13,2013,1,100,m,Etheostoma olmstedi,FALSE,1,1,1
16594,2013074_lf-FISH,2-Aug-13,2013,1,100,m,Rhinichthys atratulus,FALSE,7,7,1
16594,2013074_lf-FISH,2-Aug-13,2013,1,100,m,Salvelinus fontinalis,FALSE,25,25,1
16594,21310,16-Jul-10,2010,1,94,m,Anguilla rostrata,FALSE,3,3.191489362,1
16594,21310,16-Jul-10,2010,1,94,m,Catostomus commersonii,FALSE,8,8.510638298,1
16594,21310,16-Jul-10,2010,1,94,m,Etheostoma olmstedi,FALSE,6,6.382978723,1
16594,21310,16-Jul-10,2010,1,94,m,Lepomis macrochirus,FALSE,1,1.063829787,1
16594,21310,16-Jul-10,2010,1,94,m,Rhinichthys atratulus,FALSE,1,1.063829787,1
16594,21310,16-Jul-10,2010,1,94,m,Salmo trutta,FALSE,1,1.063829787,1
16594,21310,16-Jul-10,2010,1,94,m,Salvelinus fontinalis,FALSE,67,71.27659574,1
16599,19270,28-Aug-91,1991,1,50,m,Catostomus commersonii,FALSE,4,8,1
16599,19270,28-Aug-91,1991,1,50,m,Lepomis macrochirus,FALSE,1,2,1
16599,19270,28-Aug-91,1991,1,50,m,Notemigonus crysoleucas,FALSE,4,8,1
16599,19270,28-Aug-91,1991,1,50,m,Pimephales promelas,FALSE,2,4,1
16599,19270,28-Aug-91,1991,1,50,m,Rhinichthys atratulus,FALSE,68,136,1
16599,19270,28-Aug-91,1991,1,50,m,Rhinichthys cataractae,FALSE,2,4,1
16599,19270,28-Aug-91,1991,1,50,m,Salmo trutta,FALSE,8,16,1
16599,19270,28-Aug-91,1991,1,50,m,Salvelinus fontinalis,FALSE,5,10,1
16599,19270,28-Aug-91,1991,1,50,m,Semotilus atromaculatus,FALSE,16,32,1
16599,2015025_FISH,26-Jun-15,2015,1,100,m,Salmo trutta,FALSE,35,35,1
16607,19501,30-Jun-93,1993,1,100,m,Ameiurus nebulosus,FALSE,4,4,1
16607,19501,30-Jun-93,1993,1,100,m,Etheostoma olmstedi,FALSE,3,3,1
16607,19501,30-Jun-93,1993,1,100,m,Notemigonus crysoleucas,FALSE,6,6,1
16607,19501,30-Jun-93,1993,1,100,m,Rhinichthys atratulus,FALSE,145,145,1
16607,19501,30-Jun-93,1993,1,100,m,Salvelinus fontinalis,FALSE,58,58,1
16607,2015512_FISH,26-Jun-15,2015,1,99,m,Esox americanus,FALSE,3,3.03030303,1
16607,2015512_FISH,26-Jun-15,2015,1,99,m,Esox niger,FALSE,1,1.01010101,1
16607,2015512_FISH,26-Jun-15,2015,1,99,m,Etheostoma olmstedi,FALSE,3,3.03030303,1
16607,2015512_FISH,26-Jun-15,2015,1,99,m,Lepomis gibbosus,FALSE,2,2.02020202,1
16607,2015512_FISH,26-Jun-15,2015,1,99,m,Micropterus salmoides,FALSE,2,2.02020202,1
16607,2015512_FISH,26-Jun-15,2015,1,99,m,Rhinichthys atratulus,FALSE,6,6.060606061,1
16609,19513,6-Jul-93,1993,1,100,m,Salvelinus fontinalis,FALSE,183,183,1
16609,20930,30-Jun-10,2010,1,112,m,Salvelinus fontinalis,FALSE,106,94.64285714,1
16610,19364,20-Jul-92,1992,1,100,m,Lepomis gibbosus,FALSE,2,2,1
16610,19364,20-Jul-92,1992,1,100,m,Lepomis macrochirus,FALSE,7,7,1
16610,19364,20-Jul-92,1992,1,100,m,Rhinichthys atratulus,FALSE,151,151,1
16610,19364,20-Jul-92,1992,1,100,m,Salvelinus fontinalis,FALSE,28,28,1
16610,19364,20-Jul-92,1992,1,100,m,Semotilus atromaculatus,FALSE,44,44,1
16610,2015708_FISH,7-Aug-15,2015,1,101,m,Rhinichthys atratulus,FALSE,71,70.2970297,1
16610,2015708_FISH,7-Aug-15,2015,1,101,m,Salvelinus fontinalis,FALSE,3,2.97029703,1
16610,2015708_FISH,7-Aug-15,2015,1,101,m,Semotilus atromaculatus,FALSE,68,67.32673267,1
16623,19352,13-Jul-92,1992,1,50,m,Ameiurus nebulosus,FALSE,1,2,1
16623,19352,13-Jul-92,1992,1,50,m,Lepomis gibbosus,FALSE,5,10,1
16623,19352,13-Jul-92,1992,1,50,m,Notemigonus crysoleucas,FALSE,2,4,1
16623,19352,13-Jul-92,1992,1,50,m,Rhinichthys atratulus,FALSE,16,32,1
16623,19352,13-Jul-92,1992,1,50,m,Salvelinus fontinalis,FALSE,31,62,1
16623,19352,13-Jul-92,1992,1,50,m,Semotilus atromaculatus,FALSE,3,6,1
16623,2013503_FISH,6-Jun-13,2013,1,77,m,Luxilus cornutus,FALSE,4,5.194805195,1
16623,2013503_FISH,6-Jun-13,2013,1,77,m,Notemigonus crysoleucas,FALSE,2,2.597402597,1
16623,2013503_FISH,6-Jun-13,2013,1,77,m,Rhinichthys atratulus,FALSE,19,24.67532468,1
16623,2013503_FISH,6-Jun-13,2013,1,77,m,Salvelinus fontinalis,FALSE,21,27.27272727,1
16623,2013503_FISH,6-Jun-13,2013,1,77,m,Semotilus atromaculatus,FALSE,8,10.38961039,1
16645,19514,6-Jul-93,1993,1,50,m,Rhinichthys atratulus,FALSE,107,214,1
16645,19514,6-Jul-93,1993,1,50,m,Rhinichthys cataractae,FALSE,6,12,1
16645,19514,6-Jul-93,1993,1,50,m,Salmo trutta,FALSE,1,2,1
16645,19514,6-Jul-93,1993,1,50,m,Salvelinus fontinalis,FALSE,26,52,1
16645,19514,6-Jul-93,1993,1,50,m,Sibericus sabertoohii,FALSE,1,2,1
16645,2013521_FISH,10-Jul-13,2013,1,50,m,Anguilla rostrata,FALSE,3,6,1
16645,2013521_FISH,10-Jul-13,2013,1,50,m,Rhinichthys atratulus,FALSE,19,38,1
16645,2013521_FISH,10-Jul-13,2013,1,50,m,Rhinichthys cataractae,FALSE,4,8,1
16645,2013521_FISH,10-Jul-13,2013,1,50,m,Salmo trutta,FALSE,32,64,1
16645,2013521_FISH,10-Jul-13,2013,1,50,m,Salvelinus fontinalis,FALSE,5,10,1
16661,19491,29-Jun-93,1993,1,100,m,Anguilla rostrata,FALSE,40,40,1
16661,19491,29-Jun-93,1993,1,100,m,Esox americanus,FALSE,25,25,1
16661,19491,29-Jun-93,1993,1,100,m,Etheostoma olmstedi,FALSE,43,43,1
16661,19491,29-Jun-93,1993,1,100,m,Notemigonus crysoleucas,FALSE,35,35,1
16661,19491,29-Jun-93,1993,1,100,m,Salvelinus fontinalis,FALSE,16,16,1
16661,26421,16-Aug-10,2010,1,50,m,Anguilla rostrata,FALSE,28,56,1
16661,26421,16-Aug-10,2010,1,50,m,Esox americanus,FALSE,15,30,1
16661,26421,16-Aug-10,2010,1,50,m,Etheostoma olmstedi,FALSE,6,12,1
16661,26421,16-Aug-10,2010,1,50,m,Notemigonus crysoleucas,FALSE,22,44,1
16661,26421,16-Aug-10,2010,1,50,m,Salvelinus fontinalis,FALSE,2,4,1
16677,18955,6-Jul-89,1989,1,50,m,Anguilla rostrata,FALSE,11,22,1
16677,18955,6-Jul-89,1989,1,50,m,Esox americanus,FALSE,20,40,1
16677,18955,6-Jul-89,1989,1,50,m,Etheostoma olmstedi,FALSE,3,6,1
16677,18955,6-Jul-89,1989,1,50,m,Lepomis gibbosus,FALSE,1,2,1
16677,18955,6-Jul-89,1989,1,50,m,Lepomis macrochirus,FALSE,1,2,1
16677,18955,6-Jul-89,1989,1,50,m,Salvelinus fontinalis,FALSE,2,4,1
16677,2014536_FISH,23-Jul-14,2014,1,100,m,Anguilla rostrata,FALSE,4,4,1
16677,2014536_FISH,23-Jul-14,2014,1,100,m,Esox americanus,FALSE,40,40,1
16677,2014536_FISH,23-Jul-14,2014,1,100,m,Etheostoma olmstedi,FALSE,11,11,1
16677,2014536_FISH,23-Jul-14,2014,1,100,m,Lepomis gibbosus,FALSE,1,1,1
16677,2014536_FISH,23-Jul-14,2014,1,100,m,Salvelinus fontinalis,FALSE,12,12,1
16679,19556,19-Jul-93,1993,1,100,m,Catostomus commersonii,FALSE,98,98,1
16679,19556,19-Jul-93,1993,1,100,m,Lepomis gibbosus,FALSE,4,4,1
16679,19556,19-Jul-93,1993,1,100,m,Notemigonus crysoleucas,FALSE,147,147,1
16679,19556,19-Jul-93,1993,1,100,m,Rhinichthys atratulus,FALSE,99,99,1
16679,19556,19-Jul-93,1993,1,100,m,Salvelinus fontinalis,FALSE,28,28,1
16679,19556,19-Jul-93,1993,1,100,m,Semotilus corporalis,FALSE,7,7,1
16679,2014042_FISH,8-Jul-14,2014,1,125,m,Ameiurus nebulosus,FALSE,15,12,1
16679,2014042_FISH,8-Jul-14,2014,1,125,m,Catostomus commersonii,FALSE,36,28.8,1
16679,2014042_FISH,8-Jul-14,2014,1,125,m,Notemigonus crysoleucas,FALSE,1,0.8,1
16679,2014042_FISH,8-Jul-14,2014,1,125,m,Rhinichthys atratulus,FALSE,250,200,1
16679,2014042_FISH,8-Jul-14,2014,1,125,m,Semotilus corporalis,FALSE,16,12.8,1
16688,19178,1-Jul-91,1991,1,100,m,Catostomus commersonii,FALSE,4,4,1
16688,19178,1-Jul-91,1991,1,100,m,Cyprinidae,FALSE,4,4,1
16688,19178,1-Jul-91,1991,1,100,m,Esox americanus,FALSE,1,1,1
16688,19178,1-Jul-91,1991,1,100,m,Exoglossum maxillingua,FALSE,10,10,1
16688,19178,1-Jul-91,1991,1,100,m,Micropterus salmoides,FALSE,14,14,1
16688,19178,1-Jul-91,1991,1,100,m,Rhinichthys atratulus,FALSE,100,100,1
16688,19178,1-Jul-91,1991,1,100,m,Salvelinus fontinalis,FALSE,225,225,1
16688,19178,1-Jul-91,1991,1,100,m,Semotilus atromaculatus,FALSE,29,29,1
16688,25310,28-Jul-11,2011,1,84,m,Catostomus commersonii,FALSE,1,1.19047619,1
16688,25310,28-Jul-11,2011,1,84,m,Exoglossum maxillingua,FALSE,1,1.19047619,1
16688,25310,28-Jul-11,2011,1,84,m,Micropterus salmoides,FALSE,3,3.571428571,1
16688,25310,28-Jul-11,2011,1,84,m,Rhinichthys atratulus,FALSE,109,129.7619048,1
16688,25310,28-Jul-11,2011,1,84,m,Salvelinus fontinalis,FALSE,30,35.71428571,1
16688,25310,28-Jul-11,2011,1,84,m,Semotilus atromaculatus,FALSE,8,9.523809524,1
16692,19454,16-Jun-93,1993,1,50,m,Catostomus commersonii,FALSE,22,44,1
16692,19454,16-Jun-93,1993,1,50,m,Esox niger,FALSE,1,2,1
16692,19454,16-Jun-93,1993,1,50,m,Salvelinus fontinalis,FALSE,14,28,1
16692,2016408_FISH,11-Aug-16,2016,1,100,m,Osteichthyes,FALSE,0,0,1
16693,19206,16-Jul-91,1991,1,100,m,Ameiurus nebulosus,FALSE,1,1,1
16693,19206,16-Jul-91,1991,1,100,m,Catostomus commersonii,FALSE,3,3,1
16693,19206,16-Jul-91,1991,1,100,m,Etheostoma olmstedi,FALSE,8,8,1
16693,19206,16-Jul-91,1991,1,100,m,Rhinichthys atratulus,FALSE,43,43,1
16693,19206,16-Jul-91,1991,1,100,m,Salmo trutta,FALSE,83,83,1
16693,19206,16-Jul-91,1991,1,100,m,Salvelinus fontinalis,FALSE,1,1,1
16693,2015610_FISH,24-Jun-15,2015,1,103,m,Catostomus commersonii,FALSE,4,3.883495146,1
16693,2015610_FISH,24-Jun-15,2015,1,103,m,Lepomis gibbosus,FALSE,3,2.912621359,1
16693,2015610_FISH,24-Jun-15,2015,1,103,m,Rhinichthys atratulus,FALSE,42,40.77669903,1
16693,2015610_FISH,24-Jun-15,2015,1,103,m,Salvelinus fontinalis,FALSE,24,23.30097087,1
16693,2015610_FISH,24-Jun-15,2015,1,103,m,Semotilus atromaculatus,FALSE,22,21.3592233,1
16696,19212,22-Jul-91,1991,1,100,m,Cyprinidae,FALSE,3,3,1
16696,19212,22-Jul-91,1991,1,100,m,Rhinichthys atratulus,FALSE,115,115,1
16696,19212,22-Jul-91,1991,1,100,m,Salvelinus fontinalis,FALSE,101,101,1
16696,19212,22-Jul-91,1991,1,100,m,Semotilus atromaculatus,FALSE,12,12,1
16696,2015024_FISH,25-Jun-15,2015,1,100,m,Rhinichthys atratulus,FALSE,85,85,1
16696,2015024_FISH,25-Jun-15,2015,1,100,m,Rhinichthys cataractae,FALSE,4,4,1
16696,2015024_FISH,25-Jun-15,2015,1,100,m,Salmo trutta,FALSE,2,2,1
16696,2015024_FISH,25-Jun-15,2015,1,100,m,Salvelinus fontinalis,FALSE,15,15,1
16696,2015024_FISH,25-Jun-15,2015,1,100,m,Semotilus atromaculatus,FALSE,4,4,1
16697,19677,30-Jun-94,1994,1,54,m,Salvelinus fontinalis,FALSE,69,127.7777778,1
16697,2013516_FISH,28-Jun-13,2013,1,55,m,Salvelinus fontinalis,FALSE,23,41.81818182,1
16697,2018015_FISH,27-Jun-18,2018,1,115,m,Salvelinus fontinalis,FALSE,34,29.56521739,1
16699,19704,20-Jul-94,1994,1,50,m,Lepomis macrochirus,FALSE,8,16,1
16699,19704,20-Jul-94,1994,1,50,m,Rhinichthys atratulus,FALSE,100,200,1
16699,19704,20-Jul-94,1994,1,50,m,Salvelinus fontinalis,FALSE,34,68,1
16699,2016032_FISH,7-Jul-16,2016,1,103,m,Rhinichthys atratulus,FALSE,77,74.75728155,1
16699,2016032_FISH,7-Jul-16,2016,1,103,m,Salvelinus fontinalis,FALSE,6,5.825242718,1
16705,19644,20-Jun-94,1994,1,50,m,Rhinichthys atratulus,FALSE,28,56,1
16705,19644,20-Jun-94,1994,1,50,m,Salvelinus fontinalis,FALSE,7,14,1
16705,26281,2-Jul-09,2009,1,50,m,Luxilus cornutus,FALSE,7,14,1
16705,26281,2-Jul-09,2009,1,50,m,Rhinichthys atratulus,FALSE,6,12,1
16705,26281,2-Jul-09,2009,1,50,m,Salvelinus fontinalis,TRUE,11,22,1
16714,19353,13-Jul-92,1992,1,106,m,Ameiurus nebulosus,FALSE,1,0.943396226,1
16714,19353,13-Jul-92,1992,1,106,m,Centrarchidae,FALSE,3,2.830188679,1
16714,19353,13-Jul-92,1992,1,106,m,Lepomis gibbosus,FALSE,6,5.660377358,1
16714,19353,13-Jul-92,1992,1,106,m,Lepomis macrochirus,FALSE,1,0.943396226,1
16714,19353,13-Jul-92,1992,1,106,m,Micropterus salmoides,FALSE,19,17.9245283,1
16714,19353,13-Jul-92,1992,1,106,m,Rhinichthys atratulus,FALSE,12,11.32075472,1
16714,19353,13-Jul-92,1992,1,106,m,Salvelinus fontinalis,FALSE,18,16.98113208,1
16714,19353,13-Jul-92,1992,1,106,m,Semotilus atromaculatus,FALSE,10,9.433962264,1
16714,2016525_FISH,12-Jul-16,2016,1,100,m,Rhinichthys atratulus,FALSE,34,34,1
16714,2016525_FISH,12-Jul-16,2016,1,100,m,Salvelinus fontinalis,FALSE,10,10,1
16714,2016525_FISH,12-Jul-16,2016,1,100,m,Semotilus atromaculatus,FALSE,28,28,1
16726,19371,21-Jul-92,1992,1,100,m,Ameiurus nebulosus,FALSE,8,8,1
16726,19371,21-Jul-92,1992,1,100,m,Esox americanus,FALSE,1,1,1
16726,19371,21-Jul-92,1992,1,100,m,Esox niger,FALSE,1,1,1
16726,19371,21-Jul-92,1992,1,100,m,Lepomis gibbosus,FALSE,22,22,1
16726,19371,21-Jul-92,1992,1,100,m,Rhinichthys atratulus,FALSE,113,113,1
16726,19371,21-Jul-92,1992,1,100,m,Salvelinus fontinalis,FALSE,7,7,1
16726,2016510_FISH,28-Jun-16,2016,1,100,m,Rhinichthys atratulus,FALSE,14,14,1
16726,2016510_FISH,28-Jun-16,2016,1,100,m,Salvelinus fontinalis,FALSE,30,30,1
16730,18903,25-Aug-88,1988,1,100,m,Ameiurus nebulosus,FALSE,26,26,1
16730,18903,25-Aug-88,1988,1,100,m,Catostomus commersonii,FALSE,6,6,1
16730,18903,25-Aug-88,1988,1,100,m,Notemigonus crysoleucas,FALSE,5,5,1
16730,18903,25-Aug-88,1988,1,100,m,Rhinichthys atratulus,FALSE,213,213,1
16730,18903,25-Aug-88,1988,1,100,m,Salvelinus fontinalis,FALSE,3,3,1
16730,2013007_lf-FISH,21-Jun-13,2013,1,150,m,Rhinichthys atratulus,FALSE,73,48.66666667,1
16730,2013007_lf-FISH,21-Jun-13,2013,1,150,m,Salvelinus fontinalis,FALSE,60,40,1
16735,19727,4-Aug-94,1994,1,100,m,Esox niger,FALSE,15,15,1
16735,19727,4-Aug-94,1994,1,100,m,Rhinichthys atratulus,FALSE,23,23,1
16735,19727,4-Aug-94,1994,1,100,m,Salvelinus fontinalis,FALSE,10,10,1
16735,27557,23-Aug-11,2011,1,50,m,Esox niger,FALSE,4,8,1
16747,19413,12-Aug-92,1992,1,150,m,Catostomus commersonii,FALSE,19,12.66666667,1
16747,19413,12-Aug-92,1992,1,150,m,Cottus cognatus,FALSE,2,1.333333333,1
16747,19413,12-Aug-92,1992,1,150,m,Lepomis gibbosus,FALSE,5,3.333333333,1
16747,19413,12-Aug-92,1992,1,150,m,Luxilus cornutus,FALSE,72,48,1
16747,19413,12-Aug-92,1992,1,150,m,Notemigonus crysoleucas,FALSE,5,3.333333333,1
16747,19413,12-Aug-92,1992,1,150,m,Rhinichthys atratulus,FALSE,108,72,1
16747,19413,12-Aug-92,1992,1,150,m,Rhinichthys cataractae,FALSE,67,44.66666667,1
16747,19413,12-Aug-92,1992,1,150,m,Salvelinus fontinalis,FALSE,70,46.66666667,1
16747,19413,12-Aug-92,1992,1,150,m,Semotilus atromaculatus,FALSE,22,14.66666667,1
16747,27495,21-Jul-11,2011,1,128,m,Catostomus commersonii,FALSE,7,5.46875,1
16747,27495,21-Jul-11,2011,1,128,m,Luxilus cornutus,FALSE,115,89.84375,1
16747,27495,21-Jul-11,2011,1,128,m,Rhinichthys atratulus,FALSE,128,100,1
16747,27495,21-Jul-11,2011,1,128,m,Rhinichthys cataractae,FALSE,23,17.96875,1
16747,27495,21-Jul-11,2011,1,128,m,Salvelinus fontinalis,TRUE,6,4.6875,1
16747,27495,21-Jul-11,2011,1,128,m,Salvelinus fontinalis,FALSE,6,4.6875,1
16747,27495,21-Jul-11,2011,1,128,m,Semotilus atromaculatus,FALSE,52,40.625,1
16758,18846,22-Jun-88,1988,1,116,m,Ameiurus nebulosus,FALSE,2,1.724137931,1
16758,18846,22-Jun-88,1988,1,116,m,Anguilla rostrata,FALSE,2,1.724137931,1
16758,18846,22-Jun-88,1988,1,116,m,Rhinichthys atratulus,FALSE,90,77.5862069,1
16758,18846,22-Jun-88,1988,1,116,m,Salmo trutta,FALSE,3,2.586206897,1
16758,18846,22-Jun-88,1988,1,116,m,Salvelinus fontinalis,FALSE,49,42.24137931,1
16758,2015644_FISH,9-Jul-15,2015,1,115,m,Lepomis gibbosus,FALSE,1,0.869565217,1
16758,2015644_FISH,9-Jul-15,2015,1,115,m,Rhinichthys atratulus,FALSE,52,45.2173913,1
16758,2015644_FISH,9-Jul-15,2015,1,115,m,Salvelinus fontinalis,FALSE,45,39.13043478,1
16758,26795,27-Jun-12,2012,1,110,m,Ameiurus nebulosus,FALSE,2,1.818181818,1
16758,26795,27-Jun-12,2012,1,110,m,Lepomis gibbosus,FALSE,4,3.636363636,1
16758,26795,27-Jun-12,2012,1,110,m,Lepomis macrochirus,FALSE,2,1.818181818,1
16758,26795,27-Jun-12,2012,1,110,m,Notemigonus crysoleucas,FALSE,1,0.909090909,1
16758,26795,27-Jun-12,2012,1,110,m,Rhinichthys atratulus,FALSE,47,42.72727273,1
16758,26795,27-Jun-12,2012,1,110,m,Salvelinus fontinalis,FALSE,66,60,1
16761,18946,28-Jun-89,1989,1,50,m,Anguilla rostrata,FALSE,10,20,1
16761,18946,28-Jun-89,1989,1,50,m,Rhinichthys atratulus,FALSE,6,12,1
16761,18946,28-Jun-89,1989,1,50,m,Salvelinus fontinalis,FALSE,71,142,1
16761,2013542_FISH,8-Aug-13,2013,1,100,m,Salvelinus fontinalis,FALSE,65,65,1
16761,2017552_FISH,3-Aug-17,2017,1,50,m,Salvelinus fontinalis,FALSE,20,40,1
16786,19483,24-Jun-93,1993,1,139,m,Anguilla rostrata,FALSE,48,34.5323741,1
16786,19483,24-Jun-93,1993,1,139,m,Etheostoma olmstedi,FALSE,30,21.58273381,1
16786,19483,24-Jun-93,1993,1,139,m,Micropterus salmoides,FALSE,1,0.71942446,1
16786,19483,24-Jun-93,1993,1,139,m,Salvelinus fontinalis,FALSE,257,184.8920863,1
16786,19483,24-Jun-93,1993,1,139,m,Semotilus corporalis,FALSE,1,0.71942446,1
16786,2013552_FISH,19-Aug-13,2013,1,107,m,Anguilla rostrata,FALSE,13,12.14953271,1
16786,2013552_FISH,19-Aug-13,2013,1,107,m,Esox americanus,FALSE,1,0.934579439,1
16786,2013552_FISH,19-Aug-13,2013,1,107,m,Etheostoma olmstedi,FALSE,7,6.542056075,1
16786,2013552_FISH,19-Aug-13,2013,1,107,m,Luxilus cornutus,FALSE,1,0.934579439,1
16786,2013552_FISH,19-Aug-13,2013,1,107,m,Micropterus salmoides,FALSE,1,0.934579439,1
16786,2013552_FISH,19-Aug-13,2013,1,107,m,Notemigonus crysoleucas,FALSE,1,0.934579439,1
16786,2013552_FISH,19-Aug-13,2013,1,107,m,Salvelinus fontinalis,FALSE,17,15.88785047,1
16786,2013552_FISH,19-Aug-13,2013,1,107,m,Semotilus corporalis,FALSE,123,114.953271,1
16786,2014548_FISH,1-Aug-14,2014,1,97,m,Anguilla rostrata,FALSE,27,27.83505155,1
16786,2014548_FISH,1-Aug-14,2014,1,97,m,Etheostoma olmstedi,FALSE,10,10.30927835,1
16786,2014548_FISH,1-Aug-14,2014,1,97,m,Salvelinus fontinalis,FALSE,32,32.98969072,1
16786,2014548_FISH,1-Aug-14,2014,1,97,m,Semotilus corporalis,FALSE,46,47.42268041,1
16786,21473,27-Jul-10,2010,1,101,m,Anguilla rostrata,FALSE,10,9.900990099,1
16786,21473,27-Jul-10,2010,1,101,m,Etheostoma olmstedi,FALSE,7,6.930693069,1
16786,21473,27-Jul-10,2010,1,101,m,Luxilus cornutus,FALSE,2,1.98019802,1
16786,21473,27-Jul-10,2010,1,101,m,Micropterus salmoides,FALSE,4,3.96039604,1
16786,21473,27-Jul-10,2010,1,101,m,Salvelinus fontinalis,FALSE,64,63.36633663,1
16786,21473,27-Jul-10,2010,1,101,m,Semotilus corporalis,FALSE,47,46.53465347,1
16787,19484,24-Jun-93,1993,1,55,m,Anguilla rostrata,FALSE,4,7.272727273,1
16787,19484,24-Jun-93,1993,1,55,m,Salvelinus fontinalis,FALSE,55,100,1
16787,2016376_FISH,24-Aug-16,2016,1,100,m,Anguilla rostrata,FALSE,8,8,1
16787,2016376_FISH,24-Aug-16,2016,1,100,m,Etheostoma olmstedi,FALSE,5,5,1
16787,2016376_FISH,24-Aug-16,2016,1,100,m,Lepomis macrochirus,FALSE,1,1,1
16787,2016376_FISH,24-Aug-16,2016,1,100,m,Micropterus salmoides,FALSE,2,2,1
16787,2016376_FISH,24-Aug-16,2016,1,100,m,Salvelinus fontinalis,FALSE,7,7,1
16787,2016376_FISH,24-Aug-16,2016,1,100,m,Semotilus corporalis,FALSE,82,82,1
16793,27489,19-Jul-11,2011,1,50,m,Notemigonus crysoleucas,FALSE,1,2,1
16793,27489,19-Jul-11,2011,1,50,m,Rhinichthys atratulus,FALSE,42,84,1
16793,27489,19-Jul-11,2011,1,50,m,Salvelinus fontinalis,TRUE,25,50,1
16793,27489,19-Jul-11,2011,1,50,m,Salvelinus fontinalis,FALSE,25,50,1
16809,19575,2-Aug-93,1993,1,150,m,Catostomus commersonii,FALSE,114,76,1
16809,19575,2-Aug-93,1993,1,150,m,Cyprinidae,FALSE,2,1.333333333,1
16809,19575,2-Aug-93,1993,1,150,m,Esox niger,FALSE,3,2,1
16809,19575,2-Aug-93,1993,1,150,m,Etheostoma olmstedi,FALSE,7,4.666666667,1
16809,19575,2-Aug-93,1993,1,150,m,Lepomis cyanellus,FALSE,5,3.333333333,1
16809,19575,2-Aug-93,1993,1,150,m,Luxilus cornutus,FALSE,67,44.66666667,1
16809,19575,2-Aug-93,1993,1,150,m,Micropterus salmoides,FALSE,11,7.333333333,1
16809,19575,2-Aug-93,1993,1,150,m,Notemigonus crysoleucas,FALSE,4,2.666666667,1
16809,19575,2-Aug-93,1993,1,150,m,Notropis hudsonius,FALSE,1,0.666666667,1
16809,19575,2-Aug-93,1993,1,150,m,Rhinichthys atratulus,FALSE,89,59.33333333,1
16809,19575,2-Aug-93,1993,1,150,m,Rhinichthys cataractae,FALSE,3,2,1
16809,19575,2-Aug-93,1993,1,150,m,Salmo trutta,TRUE,4,2.666666667,1
16809,19575,2-Aug-93,1993,1,150,m,Salvelinus fontinalis,FALSE,12,8,1
16809,19575,2-Aug-93,1993,1,150,m,Semotilus corporalis,FALSE,116,77.33333333,1
16809,2016350_FISH,8-Aug-16,2016,1,150,m,Catostomus commersonii,FALSE,32,21.33333333,1
16809,2016350_FISH,8-Aug-16,2016,1,150,m,Etheostoma olmstedi,FALSE,4,2.666666667,1
16809,2016350_FISH,8-Aug-16,2016,1,150,m,Luxilus cornutus,FALSE,77,51.33333333,1
16809,2016350_FISH,8-Aug-16,2016,1,150,m,Notemigonus crysoleucas,FALSE,17,11.33333333,1
